,Gene,Ensembl,gene,pvalue,padj
9533,FBXL2,ENSG00000153558,ENSG00000153558,9.45216333996e-05,0.000460948643955
4255,IQCG,ENSG00000114473,ENSG00000114473,9.45663038057e-05,0.000461037235062
6573,OSER1,ENSG00000132823,ENSG00000132823,9.47380060365e-05,0.000461615578433
16229,ZKSCAN7,ENSG00000196345,ENSG00000196345,9.47290722898e-05,0.000461615578433
16641,FAM49A,ENSG00000197872,ENSG00000197872,9.48362188448e-05,0.000461932195577
16844,COPS8,ENSG00000198612,ENSG00000198612,9.48826521871e-05,0.000461932195577
13629,TOM1L2,ENSG00000175662,ENSG00000175662,9.4880476512e-05,0.000461932195577
14330,EXOC3,ENSG00000180104,ENSG00000180104,9.52027506234e-05,0.00046336089734
2675,FLT1,ENSG00000102755,ENSG00000102755,9.54460223896e-05,0.000464414981669
9342,GFRA1,ENSG00000151892,ENSG00000151892,9.54981306477e-05,0.000464538585743
11378,ATP7A,ENSG00000165240,ENSG00000165240,9.57066652299e-05,0.000465422824063
5496,ZNF391,ENSG00000124613,ENSG00000124613,9.57676336333e-05,0.000465589152334
16872,GLMP,ENSG00000198715,ENSG00000198715,9.58082924405e-05,0.000465656677005
10231,ZDHHC1,ENSG00000159714,ENSG00000159714,9.60585869269e-05,0.000466628345885
1991,GABRP,ENSG00000094755,ENSG00000094755,9.60618629845e-05,0.000466628345885
8547,TM4SF19,ENSG00000145107,ENSG00000145107,9.61520258633e-05,0.000466935926826
4099,HBEGF,ENSG00000113070,ENSG00000113070,9.65642363879e-05,0.000468806835604
11594,BTRC,ENSG00000166167,ENSG00000166167,9.65947041013e-05,0.000468823905648
10346,TAOK1,ENSG00000160551,ENSG00000160551,9.69654111251e-05,0.000470491862349
5850,PLA2G5,ENSG00000127472,ENSG00000127472,9.70437114143e-05,0.000470740479657
1983,CECR1,ENSG00000093072,ENSG00000093072,9.7176710387e-05,0.000471254217224
463,VRK2,ENSG00000028116,ENSG00000028116,9.72689372158e-05,0.000471570000799
14017,FAM26E,ENSG00000178033,ENSG00000178033,9.74339368777e-05,0.00047223832042
3359,NCS1,ENSG00000107130,ENSG00000107130,9.74951781991e-05,0.00047240351665
4204,HGD,ENSG00000113924,ENSG00000113924,9.78503572681e-05,0.000473992471367
13460,RPL15,ENSG00000174748,ENSG00000174748,9.80285002533e-05,0.000474723207658
6316,C1QL1,ENSG00000131094,ENSG00000131094,9.81205332519e-05,0.000475036647903
8694,HMGCLL1,ENSG00000146151,ENSG00000146151,9.84038200608e-05,0.000476275584296
12847,MAP6,ENSG00000171533,ENSG00000171533,9.85394606437e-05,0.000476799420834
13199,ABCD2,ENSG00000173208,ENSG00000173208,9.88559586286e-05,0.000478083174339
8194,LMO4,ENSG00000143013,ENSG00000143013,9.88597400459e-05,0.000478083174339
3415,PPP3CB,ENSG00000107758,ENSG00000107758,9.90536818014e-05,0.000478887936336
17288,TRIM27,ENSG00000204713,ENSG00000204713,9.91017580272e-05,0.000478987241146
3530,ICAM2,ENSG00000108622,ENSG00000108622,9.91293200443e-05,0.00047898736727
5438,KCNK15,ENSG00000124249,ENSG00000124249,9.93180992168e-05,0.000479752428358
4253,GNB4,ENSG00000114450,ENSG00000114450,9.93428138514e-05,0.000479752428358
5184,SASH3,ENSG00000122122,ENSG00000122122,9.94003747954e-05,0.000479771033797
597,CUL7,ENSG00000044090,ENSG00000044090,9.94018284452e-05,0.000479771033797
1493,PUM3,ENSG00000080608,ENSG00000080608,9.95444407997e-05,0.000480326088131
3461,CCNY,ENSG00000108100,ENSG00000108100,9.95873377585e-05,0.000480399817057
8891,EIF3H,ENSG00000147677,ENSG00000147677,9.96202377115e-05,0.000480425293871
10778,DHX57,ENSG00000163214,ENSG00000163214,9.99573747459e-05,0.000481917553687
4909,ZNF410,ENSG00000119725,ENSG00000119725,0.000100029480695,0.000482131564614
5543,SSUH2,ENSG00000125046,ENSG00000125046,0.000100262560646,0.00048312111979
15113,PTP4A3,ENSG00000184489,ENSG00000184489,0.000100333426931,0.000483328707137
12267,STXBP6,ENSG00000168952,ENSG00000168952,0.000100768417283,0.000485276594142
13572,LSM1,ENSG00000175324,ENSG00000175324,0.000100793580606,0.000485276594142
13298,CXorf23,ENSG00000173681,ENSG00000173681,0.000101040678202,0.000486310294273
16492,FITM2,ENSG00000197296,ENSG00000197296,0.000101064197401,0.000486310294273
7098,ISCU,ENSG00000136003,ENSG00000136003,0.000101160054918,0.000486636934541
6952,SNX14,ENSG00000135317,ENSG00000135317,0.000101212364406,0.000486753961525
10892,CTLA4,ENSG00000163599,ENSG00000163599,0.000101350854748,0.000487285273173
16826,WDHD1,ENSG00000198554,ENSG00000198554,0.000101767294743,0.000489017152503
5661,SNRPB,ENSG00000125835,ENSG00000125835,0.000101751360237,0.000489017152503
10076,CD1A,ENSG00000158477,ENSG00000158477,0.000101967970004,0.000489846130409
12713,HAS2,ENSG00000170961,ENSG00000170961,0.000102024140033,0.000489980650435
14397,HIST1H2BC,ENSG00000180596,ENSG00000180596,0.000102091492947,0.000490033531957
2616,SMS,ENSG00000102172,ENSG00000102172,0.000102079008288,0.000490033531957
16519,DIO3,ENSG00000197406,ENSG00000197406,0.000102152536218,0.000490191273797
8018,PIK3R5,ENSG00000141506,ENSG00000141506,0.000102230927063,0.000490296933075
12563,NFRKB,ENSG00000170322,ENSG00000170322,0.000102211103084,0.000490296933075
7228,ABI1,ENSG00000136754,ENSG00000136754,0.000102387170228,0.000490910922305
2639,MAGED2,ENSG00000102316,ENSG00000102316,0.000102490954464,0.000491273120116
2941,GYS1,ENSG00000104812,ENSG00000104812,0.000102930858842,0.000493245809796
14055,WDR6,ENSG00000178252,ENSG00000178252,0.000103056169603,0.000493710291998
3034,NUMBL,ENSG00000105245,ENSG00000105245,0.000104021714228,0.000498198711176
7121,LRCH1,ENSG00000136141,ENSG00000136141,0.000104743067163,0.000501515456457
17105,GIGYF2,ENSG00000204120,ENSG00000204120,0.000105056453908,0.000502877549732
10267,ZNF362,ENSG00000160094,ENSG00000160094,0.000105089945561,0.000502899478138
10958,SNRK,ENSG00000163788,ENSG00000163788,0.00010550607445,0.000504751970587
1935,CD200,ENSG00000091972,ENSG00000091972,0.0001056276369,0.00050519459551
16807,ZNF808,ENSG00000198482,ENSG00000198482,0.000105873788462,0.00050623269662
5316,PFDN5,ENSG00000123349,ENSG00000123349,0.000106061462073,0.000506990693258
2070,PRTFDC1,ENSG00000099256,ENSG00000099256,0.000106584309871,0.000509350019285
4449,CEBPZ,ENSG00000115816,ENSG00000115816,0.000106865066509,0.000510551450679
12977,CD8B,ENSG00000172116,ENSG00000172116,0.000107037552419,0.000511235097292
8044,DYM,ENSG00000141627,ENSG00000141627,0.000107342174447,0.000512549306754
3825,ARPC3,ENSG00000111229,ENSG00000111229,0.000107377702419,0.000512578247416
15052,SNRNP35,ENSG00000184209,ENSG00000184209,0.000107435732938,0.000512714560894
3344,AKNA,ENSG00000106948,ENSG00000106948,0.000107734610895,0.000513999878364
1323,KIFAP3,ENSG00000075945,ENSG00000075945,0.000108237782369,0.000516258904388
1909,IL5RA,ENSG00000091181,ENSG00000091181,0.000108532972753,0.000517386076583
15724,FPR3,ENSG00000187474,ENSG00000187474,0.000108591245486,0.000517386076583
11591,BRD7,ENSG00000166164,ENSG00000166164,0.000108622819872,0.000517386076583
8714,RARS2,ENSG00000146282,ENSG00000146282,0.000108619231966,0.000517386076583
8944,GBGT1,ENSG00000148288,ENSG00000148288,0.000108566041501,0.000517386076583
11123,CMBL,ENSG00000164237,ENSG00000164237,0.000109165356832,0.000519827917354
4284,GORASP1,ENSG00000114745,ENSG00000114745,0.000109369468398,0.000520657335191
5422,TMEM189-UBE2V1,ENSG00000124208,ENSG00000124208,0.000109448452297,0.000520890787336
1406,PIK3C3,ENSG00000078142,ENSG00000078142,0.000109641288302,0.000521665812368
15444,LRCH3,ENSG00000186001,ENSG00000186001,0.000109786446932,0.000522213629856
17377,E2F4,ENSG00000205250,ENSG00000205250,0.000109964043664,0.000522915401731
10153,SON,ENSG00000159140,ENSG00000159140,0.000110014683209,0.000523013231601
9828,TSPAN7,ENSG00000156298,ENSG00000156298,0.000110053723287,0.000523055878848
5906,ZFP36,ENSG00000128016,ENSG00000128016,0.00011014634323,0.00052335308399
10759,MSX1,ENSG00000163132,ENSG00000163132,0.000110423276391,0.000524525639766
7375,SLCO2B1,ENSG00000137491,ENSG00000137491,0.000110907393322,0.000526681437849
6477,SCLY,ENSG00000132330,ENSG00000132330,0.000111274836024,0.000528058961065
4127,CNOT6,ENSG00000113300,ENSG00000113300,0.000111288539883,0.000528058961065
5623,MED1,ENSG00000125686,ENSG00000125686,0.000111233568548,0.000528058961065
17352,TMEM231,ENSG00000205084,ENSG00000205084,0.000111428619952,0.000528579450251
14626,CREB3L2,ENSG00000182158,ENSG00000182158,0.000111743714822,0.000529929639947
481,IKZF2,ENSG00000030419,ENSG00000030419,0.000111783333497,0.000529973040661
13251,RNF26,ENSG00000173456,ENSG00000173456,0.000112057109961,0.000531126274597
2684,TSC22D1,ENSG00000102804,ENSG00000102804,0.000112279353717,0.000532034692974
5484,SLC17A1,ENSG00000124568,ENSG00000124568,0.000112490406946,0.000532889604801
2819,LACTB,ENSG00000103642,ENSG00000103642,0.000112532534008,0.000532944031875
16328,ZNF136,ENSG00000196646,ENSG00000196646,0.000113018000577,0.000534951869396
610,YTHDC2,ENSG00000047188,ENSG00000047188,0.000113015526439,0.000534951869396
8096,SIK1,ENSG00000142178,ENSG00000142178,0.000113384678316,0.000536541479679
12774,C10orf35,ENSG00000171224,ENSG00000171224,0.000113422096338,0.000536572577045
8296,DTL,ENSG00000143476,ENSG00000143476,0.000113622051418,0.000537372372055
14214,TMEM151A,ENSG00000179292,ENSG00000179292,0.000113744198064,0.000537657697097
8381,EML4,ENSG00000143924,ENSG00000143924,0.000113735283248,0.000537657697097
9015,LRRC27,ENSG00000148814,ENSG00000148814,0.000113894213685,0.000538220550679
311,SEMA3B,ENSG00000012171,ENSG00000012171,0.000114198041868,0.000539509760535
14988,GPR39,ENSG00000183840,ENSG00000183840,0.000114672875615,0.000541458922724
3622,NFKB1,ENSG00000109320,ENSG00000109320,0.000114663583834,0.000541458922724
9509,RBMS1,ENSG00000153250,ENSG00000153250,0.000114857257696,0.000542182360279
1854,RGS1,ENSG00000090104,ENSG00000090104,0.00011489589041,0.000542217583746
9242,UBE3B,ENSG00000151148,ENSG00000151148,0.000115146485475,0.000542958285399
9441,RASGRP3,ENSG00000152689,ENSG00000152689,0.000115098269091,0.000542958285399
3118,DNASE2,ENSG00000105612,ENSG00000105612,0.000115124032475,0.000542958285399
13466,RIN1,ENSG00000174791,ENSG00000174791,0.000115258366603,0.000543338560177
12216,SEMA4C,ENSG00000168758,ENSG00000168758,0.000115576054204,0.000544541024614
8143,ZNF614,ENSG00000142556,ENSG00000142556,0.000115546212563,0.000544541024614
9797,GNAQ,ENSG00000156052,ENSG00000156052,0.000115652873552,0.000544755411707
16430,SIGLEC15,ENSG00000197046,ENSG00000197046,0.000115826249252,0.000545424365386
7855,DNAJA4,ENSG00000140403,ENSG00000140403,0.000115963256973,0.000545921746967
12855,PLRG1,ENSG00000171566,ENSG00000171566,0.000116015765093,0.000546021167149
1807,TASP1,ENSG00000089123,ENSG00000089123,0.000116051938456,0.000546043675801
3516,RAI1,ENSG00000108557,ENSG00000108557,0.000116137536304,0.00054629865982
12930,AQP4,ENSG00000171885,ENSG00000171885,0.000116172690974,0.000546316290753
16518,C5AR1,ENSG00000197405,ENSG00000197405,0.000116222004494,0.000546400477887
7099,ALDH1L2,ENSG00000136010,ENSG00000136010,0.000116266636959,0.000546462618183
2685,CLN5,ENSG00000102805,ENSG00000102805,0.000116849972095,0.000549055987192
465,VEZT,ENSG00000028203,ENSG00000028203,0.000117141160909,0.000550127023221
4852,CNTRL,ENSG00000119397,ENSG00000119397,0.000117120430817,0.000550127023221
7047,EGLN1,ENSG00000135766,ENSG00000135766,0.000117218686082,0.000550342522104
5536,EREG,ENSG00000124882,ENSG00000124882,0.000117378425607,0.000550795174919
12292,ACTBL2,ENSG00000169067,ENSG00000169067,0.000117347374107,0.000550795174919
4797,ARMC2,ENSG00000118690,ENSG00000118690,0.000117578410691,0.000551584804197
9050,SSRP1,ENSG00000149136,ENSG00000149136,0.000117681606747,0.000551920072622
16866,EIF1AY,ENSG00000198692,ENSG00000198692,0.000117824901471,0.000552294303714
2150,PRODH,ENSG00000100033,ENSG00000100033,0.000117805422451,0.000552294303714
13314,JUP,ENSG00000173801,ENSG00000173801,0.000117990970051,0.000552923740313
6307,RBM39,ENSG00000131051,ENSG00000131051,0.00011823564152,0.000553921083823
9741,NUP205,ENSG00000155561,ENSG00000155561,0.00011833279697,0.000554226979884
8932,SNX30,ENSG00000148158,ENSG00000148158,0.000118621245103,0.000555428414148
15249,INPP5J,ENSG00000185133,ENSG00000185133,0.00011868260305,0.000555566167939
10569,GMEB1,ENSG00000162419,ENSG00000162419,0.00011887047134,0.000556295896949
9880,WDYHV1,ENSG00000156795,ENSG00000156795,0.000119035931297,0.000556920394007
3164,SMG9,ENSG00000105771,ENSG00000105771,0.000119242161997,0.000557585324717
4295,VIPR1,ENSG00000114812,ENSG00000114812,0.000119224629998,0.000557585324717
9490,CAST,ENSG00000153113,ENSG00000153113,0.000119763899232,0.000559874503396
11296,FOXK1,ENSG00000164916,ENSG00000164916,0.000119849224739,0.00056012285447
8432,PKP4,ENSG00000144283,ENSG00000144283,0.000120030938239,0.000560821426447
13196,CYSLTR1,ENSG00000173198,ENSG00000173198,0.000120572648969,0.000563201189263
451,RNASET2,ENSG00000026297,ENSG00000026297,0.000120610470438,0.000563226612957
3714,PRPF19,ENSG00000110107,ENSG00000110107,0.000120770051331,0.000563820462399
16576,ZNF841,ENSG00000197608,ENSG00000197608,0.000121082029606,0.000565125276359
6542,RIN2,ENSG00000132669,ENSG00000132669,0.000121668020924,0.000567707946343
8689,ABT1,ENSG00000146109,ENSG00000146109,0.000121746719796,0.000567922818679
11906,ANKRD11,ENSG00000167522,ENSG00000167522,0.000121855342921,0.000568277128714
12780,NPTX1,ENSG00000171246,ENSG00000171246,0.000122463740296,0.000570961340779
5806,ARMCX1,ENSG00000126947,ENSG00000126947,0.000122933945504,0.000572956452097
7379,NUMA1,ENSG00000137497,ENSG00000137497,0.000122957541574,0.000572956452097
4114,PCDHB6,ENSG00000113211,ENSG00000113211,0.00012315707452,0.000573578932069
11008,PRKCD,ENSG00000163932,ENSG00000163932,0.000123129224501,0.000573578932069
17127,DAXX,ENSG00000204209,ENSG00000204209,0.000123190376554,0.000573580460426
15562,ARHGAP30,ENSG00000186517,ENSG00000186517,0.00012354992368,0.000574946742221
15060,ALDH1A3,ENSG00000184254,ENSG00000184254,0.000123527818263,0.000574946742221
11719,MMP10,ENSG00000166670,ENSG00000166670,0.000123703738155,0.00057550856518
14475,HIGD1A,ENSG00000181061,ENSG00000181061,0.000124390622137,0.000578549431034
2206,GTPBP1,ENSG00000100226,ENSG00000100226,0.000124737879462,0.000580009466252
7150,BZW2,ENSG00000136261,ENSG00000136261,0.000125304460862,0.000582488267423
11124,C5orf63,ENSG00000164241,ENSG00000164241,0.000126232495105,0.000586645538967
6595,XPO4,ENSG00000132953,ENSG00000132953,0.000126519445528,0.000587822049937
11885,ZNF226,ENSG00000167380,ENSG00000167380,0.000126672149273,0.000588374375596
10222,ACE,ENSG00000159640,ENSG00000159640,0.000127316792248,0.000591210785145
1716,PGS1,ENSG00000087157,ENSG00000087157,0.000127405177538,0.000591463320863
12608,NPAS2,ENSG00000170485,ENSG00000170485,0.000127666810395,0.000592519788371
12060,ENTPD3,ENSG00000168032,ENSG00000168032,0.000127866227969,0.000593287019343
13905,TIMM22,ENSG00000177370,ENSG00000177370,0.000127993199345,0.00059371778736
16258,XRCC6,ENSG00000196419,ENSG00000196419,0.000128226630068,0.00059464202347
7430,THBS1,ENSG00000137801,ENSG00000137801,0.000128509874564,0.000595796713232
15580,KATNA1,ENSG00000186625,ENSG00000186625,0.000128905475598,0.000597471555564
3770,CHKA,ENSG00000110721,ENSG00000110721,0.000129378891965,0.000599506080376
5799,FAM78A,ENSG00000126882,ENSG00000126882,0.000129956438615,0.00060202190405
6906,AGTPBP1,ENSG00000135049,ENSG00000135049,0.000130116070491,0.000602600917517
2530,VAPA,ENSG00000101558,ENSG00000101558,0.000130194079502,0.000602801706933
303,MAP4K3,ENSG00000011566,ENSG00000011566,0.000130293806005,0.000603102915235
10859,CWC22,ENSG00000163510,ENSG00000163510,0.000130491594377,0.00060369715005
5968,CALU,ENSG00000128595,ENSG00000128595,0.000130479872071,0.00060369715005
191,DNAJC11,ENSG00000007923,ENSG00000007923,0.00013068166976,0.000604415752584
11078,ANXA5,ENSG00000164111,ENSG00000164111,0.000130821740596,0.000604902758552
5542,EMC3,ENSG00000125037,ENSG00000125037,0.000130906818841,0.000605135294644
15054,IRAK1,ENSG00000184216,ENSG00000184216,0.000131012796564,0.000605464292303
3662,BST1,ENSG00000109743,ENSG00000109743,0.000131136407636,0.000605874584551
5613,CCDC93,ENSG00000125633,ENSG00000125633,0.000131324703734,0.000606583436394
12568,FOS,ENSG00000170345,ENSG00000170345,0.000131433531221,0.000606924947064
1738,PHACTR3,ENSG00000087495,ENSG00000087495,0.00013162876567,0.000607665174849
9225,SLC7A11,ENSG00000151012,ENSG00000151012,0.000131914267553,0.000608821619551
16794,ZNF69,ENSG00000198429,ENSG00000198429,0.000132059538978,0.000609330419236
4543,SFPQ,ENSG00000116560,ENSG00000116560,0.000132219751169,0.00060990786836
13577,CHRNA7,ENSG00000175344,ENSG00000175344,0.000132570155329,0.000611362102851
4480,EPAS1,ENSG00000116016,ENSG00000116016,0.000132732805416,0.000611949947049
9134,FERMT3,ENSG00000149781,ENSG00000149781,0.000132890937436,0.000612516655191
1152,TCF3,ENSG00000071564,ENSG00000071564,0.000133428637029,0.000614832090361
7971,VPS53,ENSG00000141252,ENSG00000141252,0.000133690926644,0.000615877560637
8982,RSU1,ENSG00000148484,ENSG00000148484,0.000133769381827,0.000616075826552
15630,TNFRSF18,ENSG00000186891,ENSG00000186891,0.000133829351916,0.000616188876807
128,SPATA20,ENSG00000006282,ENSG00000006282,0.000134460356162,0.000618766639003
17259,PPP1R11,ENSG00000204619,ENSG00000204619,0.000134430943408,0.000618766639003
4721,TXNDC12,ENSG00000117862,ENSG00000117862,0.000134711452046,0.00061975818787
3340,LHX6,ENSG00000106852,ENSG00000106852,0.000135307481461,0.000622335705979
14465,NQO1,ENSG00000181019,ENSG00000181019,0.000135411546704,0.000622649710527
8138,RPL13A,ENSG00000142541,ENSG00000142541,0.000135447474344,0.00062265032141
14614,TMEM30B,ENSG00000182107,ENSG00000182107,0.000136579495264,0.000627595460426
8151,FHAD1,ENSG00000142621,ENSG00000142621,0.000136595367242,0.000627595460426
90,MSL3,ENSG00000005302,ENSG00000005302,0.000136671966582,0.000627781584022
11194,DACT2,ENSG00000164488,ENSG00000164488,0.000137054158986,0.000629370933359
4009,RPS12,ENSG00000112306,ENSG00000112306,0.00013738066907,0.00063059396773
9246,PLBD2,ENSG00000151176,ENSG00000151176,0.000137392994406,0.00063059396773
4893,MLH3,ENSG00000119684,ENSG00000119684,0.000137442117671,0.000630653030039
1010,ZFY,ENSG00000067646,ENSG00000067646,0.000137943445913,0.000632786456133
7760,LPAR6,ENSG00000139679,ENSG00000139679,0.000138384641975,0.000634642986329
12245,USP39,ENSG00000168883,ENSG00000168883,0.000138455868046,0.000634802273235
5622,THOC2,ENSG00000125676,ENSG00000125676,0.000138596351743,0.000635278929793
3451,EBF3,ENSG00000108001,ENSG00000108001,0.000140293004509,0.000642886410282
9053,C11orf49,ENSG00000149179,ENSG00000149179,0.000140476391773,0.00064355723858
17949,VPS52,ENSG00000223501,ENSG00000223501,0.000140628755668,0.000644085625289
4916,ATAD2B,ENSG00000119778,ENSG00000119778,0.000140765420625,0.000644541850954
17246,LRCOL1,ENSG00000204583,ENSG00000204583,0.000141040429637,0.000645631124615
3373,BAG1,ENSG00000107262,ENSG00000107262,0.000141211999227,0.000646246442136
7914,DHX38,ENSG00000140829,ENSG00000140829,0.000141466047006,0.000646934233499
1651,IGSF9,ENSG00000085552,ENSG00000085552,0.000141467342414,0.000646934233499
2641,KLF8,ENSG00000102349,ENSG00000102349,0.000141511052513,0.000646934233499
14329,TRNAU1AP,ENSG00000180098,ENSG00000180098,0.000141474962254,0.000646934233499
8211,GPR161,ENSG00000143147,ENSG00000143147,0.000141582742737,0.000647091910119
2173,TRIOBP,ENSG00000100106,ENSG00000100106,0.000142196145054,0.000649724702711
38,CFLAR,ENSG00000003402,ENSG00000003402,0.00014232367694,0.000649965964917
6167,COLGALT1,ENSG00000130309,ENSG00000130309,0.000142298340557,0.000649965964917
47,PLXND1,ENSG00000004399,ENSG00000004399,0.000142394182619,0.000650117272086
7546,SMARCAL1,ENSG00000138375,ENSG00000138375,0.000142599655194,0.000650884545291
167,PAFAH1B1,ENSG00000007168,ENSG00000007168,0.000143059442455,0.000652640703251
13844,SMCR8,ENSG00000176994,ENSG00000176994,0.00014304688335,0.000652640703251
17600,NRAS,ENSG00000213281,ENSG00000213281,0.000143555793465,0.000654733357978
5483,SLC17A3,ENSG00000124564,ENSG00000124564,0.000143784065702,0.000655430771196
1041,POLR1A,ENSG00000068654,ENSG00000068654,0.000143773437346,0.000655430771196
5637,VASP,ENSG00000125753,ENSG00000125753,0.000143861871883,0.000655613639352
554,FAM65A,ENSG00000039523,ENSG00000039523,0.000143929659201,0.000655750765271
14186,TMTC2,ENSG00000179104,ENSG00000179104,0.000144220397573,0.000656903329609
6518,DLG4,ENSG00000132535,ENSG00000132535,0.000144491338329,0.000657965138805
8464,DIS3L2,ENSG00000144535,ENSG00000144535,0.000145114572092,0.000660630196688
